person_id,meet_id,squat1_kg,squat2_kg,squat3_kg,best3_squat_kg,bench1_kg,bench2_kg,bench3_kg,best3_bench_kg,deadlift1_kg,deadlift2_kg,deadlift3_kg,best3_bench_kg,total_kg
35,32,260.0,275.0,-287.5,275.0,217.5,222.5,228.0,228.0,292.5,312.5,325.5,228.0,828.5
36,32,-287.5,287.5,312.5,312.5,-230.0,230.0,240.0,240.0,287.5,305.0,-315.0,240.0,857.5
37,32,277.5,-300.0,-300.0,277.5,182.5,205.0,-215.0,205.0,260.0,295.0,-305.0,205.0,777.5
38,32,210.0,230.0,-247.5,230.0,175.0,185.0,-187.5,185.0,240.0,260.0,-277.5,185.0,675.0
38,32,,,,,,,,,230.0,255.0,272.5,,272.5
39,32,125.0,,,125.0,195.0,205.0,215.0,215.0,125.0,,,215.0,465.0
39,32,,,,,195.0,205.0,215.0,215.0,,,,215.0,215.0
39,32,,,,,,,,,125.0,,,,125.0
40,32,245.0,265.0,-275.0,265.0,160.0,170.0,175.0,175.0,-265.0,265.0,287.5,175.0,727.5
40,32,,,,,,,,,260.0,290.0,-300.0,,290.0
41,32,,,,,175.0,185.0,195.0,195.0,,,,195.0,195.0
41,32,,,,,,,,,205.0,220.0,-225.0,,220.0
42,32,,,,,220.0,230.0,-240.0,230.0,,,,230.0,230.0
44,32,,,,,215.5,-220.0,-220.0,215.5,,,,215.5,215.5
45,32,,,,,,,,,260.0,272.5,-277.5,,272.5
46,32,,,,,,,,,260.0,272.5,-275.0,,272.5
47,32,,,,,,,,,260.0,267.5,-270.0,,267.5
51,32,,,,,,,,,265.0,292.5,307.5,,307.5
53,32,-182.5,-182.5,182.5,182.5,135.0,145.0,152.5,152.5,182.5,205.0,227.5,152.5,562.5
55,32,290.0,297.5,,297.5,185.0,195.0,207.5,207.5,280.0,295.0,-315.0,207.5,800.0
56,32,340.0,350.0,-365.0,350.0,255.0,272.5,292.5,292.5,305.0,327.5,-342.5,292.5,970.0
60,32,-412.5,412.5,435.0,435.0,282.5,-297.5,-297.5,282.5,227.5,,,282.5,945.0
62,32,,,,,-290.0,290.0,305.0,305.0,,,,305.0,305.0
62,32,,,,,,,,,280.0,-307.5,,,280.0
34,352,-170.0,170.0,-182.5,170.0,127.5,137.5,140.0,140.0,182.5,205.0,-215.0,140.0,515.0
36,352,260.0,270.0,277.5,277.5,-227.5,227.5,-237.5,227.5,277.5,292.5,-302.5,227.5,797.5
37,352,250.0,-277.5,-277.5,250.0,-172.5,172.5,190.0,190.0,257.5,265.0,275.0,190.0,715.0
38,352,-185.0,185.0,,185.0,-175.0,175.0,-185.0,175.0,238.0,260.0,273.0,175.0,633.0
38,352,-185.0,185.0,,185.0,-175.0,175.0,-185.0,175.0,237.5,260.0,273.0,175.0,633.0
39,352,120.0,,,120.0,193.0,203.0,-210.0,203.0,230.0,250.0,265.0,203.0,588.0
39,352,,,,,192.5,203.0,-210.0,203.0,,,,203.0,203.0
39,352,,,,,193.0,203.0,-210.0,203.0,,,,203.0,203.0
39,352,,,,,,,,,230.0,250.0,265.0,,265.0
40,352,-250.0,-250.0,250.0,250.0,-165.0,-165.0,165.0,165.0,-250.0,250.0,,165.0,665.0
44,352,,,,,195.0,200.5,-202.5,200.5,,,,200.5,200.5
44,352,,,,,195.0,201.0,-203.0,201.0,,,,201.0,201.0
46,352,,,,,,,,,267.5,277.5,-282.5,,277.5
51,352,,,,,,,,,265.0,275.0,287.5,,287.5
70,352,,,,,-252.5,-252.5,-253.0,-252.5,,,,-252.5,
70,352,,,,,-252.5,-252.5,-252.5,-252.5,,,,-252.5,
70,352,,,,,,,,,,,,,
114,352,,,,,,,,,,,,,
114,352,,,,,137.5,-147.5,-147.5,137.5,,,,137.5,137.5
132,352,125.0,142.5,-150.0,142.5,77.5,92.5,-97.5,92.5,137.5,172.5,175.0,92.5,410.0
143,352,260.0,-272.5,,260.0,192.5,-200.0,-200.0,192.5,227.5,-235.0,235.0,192.5,687.5
144,352,250.0,265.0,-270.0,265.0,167.5,175.0,180.0,180.0,-227.5,227.5,235.0,180.0,680.0
160,352,270.0,292.5,305.0,305.0,225.0,-230.0,230.0,230.0,267.5,287.5,297.5,230.0,832.5
171,352,-365.0,365.0,-410.0,365.0,-310.0,-320.0,-320.0,-310.0,,,,-310.0,
183,352,120.0,130.5,137.5,137.5,75.0,87.5,97.5,97.5,150.5,172.5,190.0,97.5,425.0
200,352,247.5,-265.0,-265.0,247.5,-182.5,-182.5,182.5,182.5,250.0,275.0,287.5,182.5,717.5
206,352,-220.0,220.0,-234.0,220.0,-150.0,150.0,160.0,160.0,225.0,250.0,260.5,160.0,640.5
242,352,,,,,-125.0,127.5,-185.0,127.5,,,,127.5,127.5
242,352,,,,,-125.0,127.5,137.5,137.5,,,,137.5,137.5
280,352,,,,,-195.0,195.0,197.5,197.5,,,,197.5,197.5
355,352,-192.5,-192.5,192.5,192.5,125.0,-130.0,130.0,130.0,205.0,-227.5,,130.0,527.5
359,352,,,,,143.0,-183.0,-183.0,143.0,,,,143.0,143.0
359,352,,,,,142.5,-182.5,-182.5,142.5,,,,142.5,142.5
359,352,,,,,,,,,207.5,227.5,230.0,,230.0
359,352,,,,,,,,,207.8,227.5,230.0,,230.0
361,352,,,,,125.0,140.0,147.5,147.5,,,,147.5,147.5
361,352,,,,,125.0,140.0,148.0,148.0,,,,148.0,148.0
362,352,,,,,-125.0,125.0,,125.0,,,,125.0,125.0
362,352,,,,,125.0,,,125.0,,,,125.0,125.0
362,352,,,,,,,,,-185.0,185.0,190.0,,190.0
363,352,,,,,113.0,135.0,137.5,137.5,,,,137.5,137.5
363,352,,,,,,,,,182.5,190.0,195.0,,195.0
374,352,300.0,-317.5,317.5,317.5,255.0,272.5,282.5,282.5,292.5,307.5,-322.5,282.5,907.5
376,352,295.0,310.0,320.0,320.0,250.0,273.0,278.0,278.0,295.0,305.0,,278.0,903.0
376,352,295.0,310.0,320.0,320.0,250.0,272.5,277.5,277.5,295.0,305.0,,277.5,902.5
378,352,-355.0,-387.5,-388.0,-355.0,-260.0,,,,,,,,
382,352,-230.0,-230.0,-230.0,-230.0,175.0,-182.5,-182.5,175.0,,,,175.0,
382,352,,,,,-175.0,-182.5,-182.5,,,,,,
385,352,-200.0,200.0,-237.58,200.0,175.0,190.0,200.0,200.0,200.0,227.5,250.0,200.0,650.0
385,352,,,,,175.0,190.0,200.0,200.0,,,,200.0,200.0
385,352,,,,,,,,,200.0,228.0,250.0,,250.0
389,352,-227.5,-227.5,227.5,227.5,142.5,-160.0,-160.0,142.5,195.0,212.5,227.5,142.5,597.5
394,352,,,,,272.5,-285.0,285.0,285.0,,,,285.0,285.0
396,352,,,,,185.0,195.0,-205.0,195.0,,,,195.0,195.0
406,352,,,,,,,,,272.5,287.5,288.0,,288.0
35,756,250.0,267.5,277.5,277.5,210.0,-225.0,-225.0,210.0,-292.5,-312.5,312.5,210.0,800.0
36,756,285.0,302.5,310.0,310.0,-235.0,-235.0,-235.0,,,,,,
37,756,277.5,-312.5,312.5,312.5,180.0,202.5,-207.5,202.5,-265.0,265.0,290.0,202.5,805.0
38,756,217.5,237.5,-250.0,237.5,172.5,185.0,-187.5,185.0,255.0,275.0,-282.5,185.0,697.5
38,756,,,,,,,,,250.0,-270.5,270.5,,270.5
39,756,125.0,,,125.0,192.5,205.0,212.5,212.5,240.0,255.0,265.0,212.5,602.5
39,756,,,,,195.0,205.0,213.0,213.0,,,,213.0,213.0
39,756,,,,,,,,,240.0,260.0,267.5,,267.5
40,756,255.0,-272.5,272.5,272.5,160.0,170.0,-175.0,170.0,-260.0,260.0,277.5,170.0,720.0
41,756,,,,,175.0,185.0,-195.0,185.0,,,,185.0,185.0
41,756,,,,,,,,,235.0,-255.0,-255.0,,235.0
42,756,,,,,220.0,230.0,-245.5,230.0,,,,230.0,230.0
45,756,,,,,,,,,245.0,257.5,262.5,,262.5
46,756,,,,,,,,,245.0,255.0,265.0,,265.0
47,756,,,,,,,,,250.0,267.5,-270.0,,267.5
51,756,,,,,,,,,272.5,290.0,305.0,,305.0
53,756,177.5,190.0,200.0,200.0,127.5,137.5,150.0,150.0,190.0,205.0,215.0,150.0,565.0
60,756,412.5,432.5,455.0,455.0,282.5,295.0,-307.49,295.0,327.5,345.0,-352.5,295.0,1095.0
70,756,,,,,-265.0,-265.0,-265.0,,,,,,
76,756,385.0,-400.0,-400.0,385.0,360.0,-370.0,-380.0,360.0,302.5,327.5,-335.0,360.0,1072.5
85,756,,,,,-277.5,-277.5,-277.5,,,,,,
102,756,-342.5,342.5,-365.0,342.5,-142.5,142.5,,142.5,142.5,,,142.5,627.5
113,756,125.0,137.5,145.0,145.0,80.0,-87.5,87.5,87.5,125.0,137.5,142.5,87.5,375.0
114,756,,,,,130.0,-137.5,137.5,137.5,,,,137.5,137.5
115,756,,,,,130.0,135.0,140.0,140.0,,,,140.0,140.0
116,756,-205.0,-217.5,217.5,217.5,117.5,125.0,-130.0,125.0,190.0,207.5,-222.5,125.0,550.0
117,756,212.5,227.5,235.0,235.0,145.0,-150.0,-150.0,145.0,202.5,212.5,220.0,145.0,600.0
118,756,160.0,175.0,185.0,185.0,100.0,105.0,110.0,110.0,152.5,170.0,182.5,110.0,477.5
118,756,,,,,110.0,117.5,-125.0,117.5,,,,117.5,117.5
118,756,,,,,,,,,155.5,170.0,-182.5,,170.0
119,756,115.0,117.5,125.0,125.0,82.5,-87.5,-87.5,82.5,132.5,142.5,147.5,82.5,355.0
120,756,110.0,115.0,120.0,120.0,-92.5,93.0,-95.0,93.0,110.0,120.0,-125.5,93.0,333.0
121,756,75.0,80.0,87.5,87.5,52.5,57.5,-60.0,57.5,95.0,102.5,107.5,57.5,252.5
121,756,,,,,,,,,97.5,105.0,107.5,,107.5
122,756,147.5,167.5,175.0,175.0,-100.0,102.5,-107.5,102.5,137.5,150.0,-160.0,102.5,427.5
125,756,60.0,77.5,80.0,80.0,30.0,35.0,-40.0,35.0,77.5,100.0,102.5,35.0,217.5
126,756,167.5,175.0,182.5,182.5,137.5,140.0,-142.5,140.0,187.5,192.5,195.0,140.0,517.5
126,756,,,,,137.5,140.0,-142.5,140.0,,,,140.0,140.0
126,756,,,,,,,,,187.5,192.5,197.5,,197.5
127,756,87.5,97.5,105.0,105.0,70.0,-77.5,-80.0,70.0,112.5,120.0,-125.0,70.0,295.0
127,756,,,,,70.0,77.5,-83.0,77.5,,,,77.5,77.5
127,756,,,,,,,,,112.5,122.5,127.5,,127.5
130,756,,,,,75.0,-80.0,-80.0,75.0,,,,75.0,75.0
130,756,,,,,,,,,112.5,120.0,137.5,,137.5
131,756,,,,,,,,,220.0,230.0,-240.0,,230.0
133,756,160.0,182.5,192.5,192.5,132.5,-142.5,142.5,142.5,170.0,200.0,215.0,142.5,550.0
134,756,220.0,235.0,-245.0,235.0,130.0,142.5,150.0,150.0,242.5,265.0,-272.5,150.0,650.0
135,756,,,,,-175.0,-175.0,-175.0,,,,,,
135,756,,,,,,,,,185.0,207.5,-230.0,,207.5
136,756,160.0,190.0,-222.5,190.0,152.5,175.0,182.5,182.5,162.5,200.0,-215.0,182.5,572.5
137,756,,,,,100.0,110.0,120.0,120.0,,,,120.0,120.0
137,756,,,,,,,,,200.0,215.0,227.5,,227.5
138,756,192.5,250.0,-275.0,250.0,165.0,-282.5,-282.5,165.0,192.5,202.5,225.0,165.0,640.0
139,756,-335.0,-342.5,-342.5,,,,,,,,,,
139,756,,,,,-262.5,-262.5,-262.5,,,,,,
139,756,,,,,,,,,280.0,305.0,-312.5,,305.0
140,756,165.0,210.0,230.0,230.0,107.5,157.5,-172.5,157.5,162.5,187.5,200.0,157.5,587.5
141,756,255.0,272.5,-285.0,272.5,182.5,197.5,205.0,205.0,265.0,-282.5,282.5,205.0,760.0
142,756,272.5,295.0,-307.49,295.0,187.5,202.5,-210.0,202.5,235.0,250.0,272.5,202.5,770.0
144,756,260.0,270.0,275.0,275.0,165.0,-172.5,-172.5,165.0,227.5,240.0,-245.0,165.0,680.0
149,756,-285.0,285.0,-305.0,285.0,-190.0,190.0,-200.0,190.0,240.0,-260.0,-260.0,190.0,715.0
151,756,245.0,262.5,267.5,267.5,192.5,197.5,-205.0,197.5,272.5,277.5,-282.5,197.5,742.5
154,756,237.5,255.0,272.5,272.5,185.0,197.5,207.5,207.5,287.5,305.0,320.0,207.5,800.0
155,756,-277.5,277.5,-297.5,277.5,-147.5,-147.5,147.5,147.5,250.0,272.5,-280.0,147.5,697.5
156,756,215.0,240.0,257.5,257.5,185.0,200.0,-210.0,200.0,255.0,-260.0,-260.0,200.0,712.5
158,756,220.0,230.0,240.0,240.0,160.0,-177.5,177.5,177.5,250.0,275.0,-290.0,177.5,692.5
159,756,,,,,,,,,280.0,292.5,-302.5,,292.5
160,756,280.0,297.5,312.5,312.5,212.5,220.0,225.0,225.0,270.0,290.0,295.0,225.0,832.5
161,756,-340.0,340.0,-350.0,340.0,272.5,-282.5,282.5,282.5,-317.5,317.5,-322.5,282.5,940.0
162,756,-325.0,-325.0,-325.0,,,,,,,,,,
164,756,250.0,275.0,295.0,295.0,-207.5,207.5,220.0,220.0,277.5,295.0,-307.49,220.0,810.0
165,756,,,,,-240.0,-250.0,-250.0,,,,,,
166,756,-305.0,327.5,340.0,340.0,215.0,227.5,-237.5,227.5,272.5,295.0,305.0,227.5,872.5
167,756,305.0,-332.5,332.5,332.5,217.5,-240.0,-240.0,217.5,260.0,287.5,300.0,217.5,850.0
169,756,237.5,260.0,275.0,275.0,-205.0,205.0,-217.5,205.0,220.0,245.0,260.0,205.0,740.0
178,756,340.0,-372.5,-372.5,340.0,180.0,210.0,-215.0,210.0,-300.0,-320.0,320.0,210.0,870.0
179,756,195.0,-205.0,205.0,205.0,185.0,-202.5,-202.5,185.0,190.0,205.0,-212.5,185.0,595.0
183,756,,,,,,,,,185.0,195.0,205.0,,205.0
185,756,,,,,85.0,100.0,-105.0,100.0,,,,100.0,100.0
185,756,,,,,,,,,125.0,145.0,150.0,,150.0
186,756,185.0,-206.0,206.0,206.0,62.5,-90.0,,62.5,205.0,216.0,-220.0,62.5,484.5
186,756,,,,,,,,,185.0,200.0,215.0,,215.0
188,756,205.0,215.0,-227.5,215.0,165.0,-175.0,175.0,175.0,220.0,240.0,-255.0,175.0,630.0
190,756,,,,,,,,,177.5,192.5,205.0,,205.0
192,756,192.5,-212.5,212.5,212.5,145.0,-152.5,-152.5,145.0,187.5,207.5,-217.5,145.0,565.0
194,756,265.0,282.5,-292.5,282.5,185.0,190.0,200.0,200.0,230.0,242.5,257.5,200.0,740.0
198,756,,,,,,,,,217.5,232.5,-240.0,,232.5
199,756,185.0,-195.0,195.0,195.0,120.0,132.5,137.5,137.5,177.5,190.0,200.0,137.5,532.5
200,756,240.0,262.5,275.0,275.0,195.0,205.0,-212.5,205.0,265.0,280.0,292.5,205.0,772.5
206,756,225.0,245.0,255.0,255.0,-155.0,155.0,172.5,172.5,260.0,-285.0,-285.0,172.5,687.5
207,756,157.5,-170.0,-172.5,157.5,117.5,127.5,140.0,140.0,160.0,-167.5,,140.0,457.5
209,756,182.5,205.0,230.0,230.0,87.5,-135.0,135.0,135.0,170.0,192.5,-210.0,135.0,557.5
213,756,230.0,242.5,250.0,250.0,-170.0,170.0,-182.5,170.0,230.0,237.5,245.0,170.0,665.0
214,756,260.0,275.0,285.5,285.5,182.5,190.0,192.5,192.5,242.5,247.5,255.0,192.5,733.0
215,756,172.5,182.5,-192.5,182.5,-137.5,-137.5,-137.5,,,,,,
220,756,222.5,265.0,292.5,292.5,132.5,-172.5,202.5,202.5,215.0,257.5,-277.5,202.5,752.5
221,756,,,,,-102.5,-102.5,-102.5,,,,,,
221,756,,,,,,,,,-192.5,,,,
223,756,305.0,-315.0,,305.0,-240.0,-240.0,-240.0,,,,,,
226,756,215.0,250.0,-262.5,250.0,-195.0,-195.0,208.0,208.0,275.0,300.0,312.5,208.0,770.5
226,756,,,,,175.0,205.0,-213.0,205.0,,,,205.0,205.0
226,756,,,,,,,,,275.0,-300.0,,,275.0
232,756,,,,,60.0,70.5,-72.5,70.5,,,,70.5,70.5
232,756,,,,,,,,,110.0,122.5,-137.5,,122.5
236,756,,,,,62.5,65.0,-70.0,65.0,,,,65.0,65.0
237,756,,,,,130.0,135.0,-142.5,135.0,,,,135.0,135.0
238,756,,,,,125.0,137.5,-146.0,137.5,,,,137.5,137.5
240,756,,,,,182.5,-227.5,-227.5,182.5,,,,182.5,182.5
241,756,,,,,95.0,105.0,-110.0,105.0,,,,105.0,105.0
245,756,,,,,122.5,-130.0,-130.0,122.5,,,,122.5,122.5
245,756,,,,,,,,,170.0,185.0,207.5,,207.5
246,756,,,,,185.0,-197.5,-197.5,185.0,,,,185.0,185.0
246,756,,,,,,,,,217.5,232.5,-242.5,,232.5
247,756,,,,,130.0,140.0,-142.5,140.0,,,,140.0,140.0
247,756,,,,,,,,,190.0,205.0,215.0,,215.0
248,756,,,,,237.5,-252.5,252.5,252.5,,,,252.5,252.5
249,756,,,,,-257.5,-257.5,-262.5,,,,,,
249,756,,,,,,,,,280.0,-305.0,,,280.0
250,756,150.0,-167.5,182.5,182.5,182.5,190.0,195.0,195.0,182.5,192.5,200.0,195.0,577.5
250,756,,,,,182.5,-190.0,-197.5,182.5,,,,182.5,182.5
250,756,,,,,,,,,182.5,192.5,205.0,,205.0
252,756,,,,,265.0,-275.5,275.5,275.5,,,,275.5,275.5
253,756,-410.0,410.0,-437.49,410.0,-275.0,-292.5,-292.5,,,,,,
253,756,,,,,-290.0,290.0,-297.5,290.0,,,,290.0,290.0
253,756,,,,,,,,,322.5,337.5,350.0,,350.0
254,756,,,,,272.5,290.0,-300.0,290.0,,,,290.0,290.0
255,756,,,,,297.5,312.5,-320.0,312.5,,,,312.5,312.5
259,756,,,,,192.5,-240.0,-240.0,192.5,,,,192.5,192.5
259,756,,,,,,,,,210.0,227.5,-245.0,,227.5
263,756,,,,,77.5,92.5,97.5,97.5,,,,97.5,97.5
263,756,,,,,,,,,145.0,,,,145.0
267,756,,,,,-60.0,67.5,-70.0,67.5,,,,67.5,67.5
267,756,,,,,,,,,100.0,110.0,125.0,,125.0
271,756,,,,,140.0,147.5,155.0,155.0,,,,155.0,155.0
273,756,,,,,145.0,-155.0,165.0,165.0,,,,165.0,165.0
275,756,,,,,-142.5,142.5,-155.0,142.5,,,,142.5,142.5
276,756,,,,,-67.5,-67.5,67.5,67.5,,,,67.5,67.5
276,756,,,,,,,,,120.0,137.5,-145.0,,137.5
277,756,,,,,272.5,277.5,282.5,282.5,,,,282.5,282.5
280,756,,,,,205.0,215.0,-217.5,215.0,,,,215.0,215.0
285,756,,,,,205.0,215.0,-228.5,215.0,,,,215.0,215.0
293,756,,,,,60.0,67.5,70.0,70.0,,,,70.0,70.0
293,756,,,,,,,,,92.5,100.0,115.0,,115.0
294,756,,,,,,,,,245.0,262.5,-265.0,,262.5
296,756,,,,,,,,,182.5,205.0,222.5,,222.5
315,756,,,,,,,,,162.5,175.0,-182.5,,175.0
318,756,,,,,,,,,227.5,-265.0,-265.0,,227.5
321,756,,,,,,,,,200.0,220.0,227.5,,227.5
419,756,,,,,,,,,255.0,267.5,272.5,,272.5
704,756,50.0,,,50.0,60.0,-65.0,-65.0,60.0,112.5,125.0,130.5,60.0,240.5
704,756,,,,,,,,,112.5,126.0,133.0,,133.0
708,756,205.0,-227.5,227.5,227.5,-255.0,-255.0,255.0,255.0,205.0,227.5,235.0,255.0,717.5
713,756,-247.5,247.5,257.5,257.5,140.0,152.5,-160.0,152.5,217.5,235.0,240.0,152.5,650.0
722,756,,,,,205.0,-221.5,-221.5,205.0,,,,205.0,205.0
734,756,380.0,400.0,412.5,412.5,287.5,-295.0,-295.0,287.5,305.0,325.0,-339.99,287.5,1025.0
736,756,,,,,125.0,132.5,140.0,140.0,,,,140.0,140.0
738,756,,,,,172.5,183.0,-192.5,183.0,,,,183.0,183.0
757,756,120.0,125.0,-130.0,125.0,85.0,90.0,-95.0,90.0,135.0,145.0,-150.0,90.0,360.0
771,756,197.5,212.5,-220.0,212.5,117.5,122.5,-125.0,122.5,227.5,235.0,-246.0,122.5,570.0
772,756,215.0,227.5,232.5,232.5,142.5,152.5,157.5,157.5,217.5,227.5,235.0,157.5,625.0
775,756,207.5,212.5,220.0,220.0,185.5,-190.0,190.0,190.0,207.5,217.5,-227.5,190.0,627.5
777,756,275.0,292.5,305.0,305.0,155.0,170.0,,170.0,240.0,255.0,265.0,170.0,740.0
779,756,-205.5,205.5,230.0,230.0,115.0,-137.5,137.5,137.5,210.0,222.5,235.0,137.5,602.5
782,756,260.0,275.0,282.5,282.5,-210.0,210.0,-217.5,210.0,-250.0,250.0,265.0,210.0,757.5
784,756,200.0,217.5,227.5,227.5,122.5,130.0,137.5,137.5,207.5,220.0,235.0,137.5,600.0
788,756,160.0,175.0,192.5,192.5,120.0,127.5,-155.0,127.5,172.5,182.5,190.0,127.5,510.0
789,756,165.0,-177.5,-177.5,165.0,70.0,-75.0,-75.0,70.0,-182.5,182.5,-190.0,70.0,417.5
799,756,137.5,170.0,185.0,185.0,130.0,142.5,-150.0,142.5,182.5,205.0,-227.5,142.5,532.5
803,756,250.0,260.0,265.0,265.0,-200.0,-205.0,205.0,205.0,265.0,282.5,-292.5,205.0,752.5
806,756,282.5,295.0,300.0,300.0,210.0,227.5,-232.5,227.5,-262.5,262.5,-272.5,227.5,790.0
810,756,-260.0,260.0,287.5,287.5,165.0,177.5,-192.5,177.5,227.5,272.5,290.0,177.5,755.0
811,756,225.0,250.0,265.0,265.0,200.0,215.0,220.0,220.0,300.0,-320.0,-320.0,220.0,785.0
826,756,-300.0,-300.0,-300.0,,,,,,,,,,
838,756,292.5,305.0,312.5,312.5,232.5,245.0,252.5,252.5,247.5,257.5,-265.0,252.5,822.5
849,756,,,,,95.0,100.0,-105.0,100.0,,,,100.0,100.0
853,756,,,,,-182.5,182.5,,182.5,,,,182.5,182.5
853,756,,,,,,,,,227.5,240.0,250.0,,250.0
854,756,,,,,92.5,132.5,-137.5,132.5,,,,132.5,132.5
854,756,,,,,,,,,112.5,170.0,-190.0,,170.0
856,756,,,,,100.0,-145.0,-147.5,100.0,,,,100.0,100.0
857,756,,,,,85.0,92.5,95.0,95.0,,,,95.0,95.0
858,756,,,,,155.0,160.0,167.5,167.5,,,,167.5,167.5
864,756,,,,,175.0,-182.5,-182.5,175.0,,,,175.0,175.0
865,756,,,,,200.0,-210.0,-210.0,200.0,,,,200.0,200.0
868,756,,,,,-165.0,175.0,-192.5,175.0,,,,175.0,175.0
868,756,,,,,,,,,215.0,222.5,-240.0,,222.5
869,756,,,,,160.0,-172.5,-177.5,160.0,,,,160.0,160.0
869,756,,,,,,,,,242.5,-252.5,252.5,,252.5
870,756,,,,,105.0,115.0,130.0,130.0,,,,130.0,130.0
870,756,,,,,,,,,170.0,185.0,205.0,,205.0
872,756,,,,,155.0,160.0,165.0,165.0,,,,165.0,165.0
873,756,,,,,132.5,142.5,147.5,147.5,,,,147.5,147.5
873,756,,,,,,,,,160.0,167.5,-172.5,,167.5
876,756,,,,,275.0,300.0,-320.0,300.0,,,,300.0,300.0
878,756,,,,,182.5,-192.5,-192.5,182.5,,,,182.5,182.5
878,756,,,,,,,,,237.5,267.5,-272.5,,267.5
884,756,,,,,195.0,200.0,-202.5,200.0,,,,200.0,200.0
886,756,,,,,-170.0,-170.0,-170.0,,,,,,
887,756,,,,,-100.0,105.0,-110.0,105.0,,,,105.0,105.0
889,756,,,,,275.0,282.5,292.5,292.5,,,,292.5,292.5
889,756,,,,,,,,,285.0,297.5,310.0,,310.0
894,756,,,,,140.0,227.5,232.5,232.5,,,,232.5,232.5
896,756,,,,,255.0,-275.0,-275.0,255.0,,,,255.0,255.0
899,756,,,,,165.0,-185.0,-185.0,165.0,,,,165.0,165.0
901,756,,,,,175.0,-182.5,182.5,182.5,,,,182.5,182.5
928,756,,,,,,,,,202.5,215.0,-220.0,,215.0
929,756,,,,,,,,,170.0,177.5,-182.5,,177.5
932,756,,,,,,,,,212.5,230.0,-237.5,,230.0
935,756,,,,,,,,,282.5,297.5,-318.5,,297.5
947,756,,,,,,,,,272.5,292.5,310.0,,310.0
949,756,,,,,,,,,250.0,277.5,-287.5,,277.5
955,756,,,,,,,,,305.0,-355.0,-355.0,,305.0
961,756,,,,,,,,,297.5,-315.5,,,297.5
966,756,,,,,,,,,-260.0,-260.0,260.0,,260.0
2509,756,-300.0,305.0,-335.0,305.0,-185.0,185.0,-200.0,185.0,275.0,300.0,-313.0,185.0,790.0
2509,756,,,,,-190.0,-190.0,-190.0,,,,,,
2509,756,,,,,,,,,100.0,-265.0,,,100.0
2693,756,,,,,147.5,160.0,165.0,165.0,,,,165.0,165.0
2704,756,280.0,290.0,300.0,300.0,190.0,-200.0,200.0,200.0,-300.0,300.0,,200.0,800.0
2704,756,,,,,190.0,200.0,210.0,210.0,,,,210.0,210.0
2704,756,,,,,,,,,100.0,-295.5,-295.5,,100.0
2705,756,,,,,-35.0,35.0,-40.0,35.0,,,,35.0,35.0
2709,756,,,,,240.0,-260.0,260.0,260.0,,,,260.0,260.0
36,113,,,,300.0,,,,237.5,,,,237.5,837.5
37,113,,,,310.0,,,,200.0,,,,200.0,797.5
38,113,,,,245.0,,,,177.5,,,,177.5,695.0
38,113,,,,,,,,,,,,,265.0
39,113,,,,75.0,,,,203.5,,,,203.5,528.5
39,113,,,,,,,,210.0,,,,210.0,210.0
39,113,,,,,,,,,,,,,227.5
40,113,,,,267.5,,,,170.0,,,,170.0,697.5
51,113,,,,,,,,,,,,,302.5
60,113,,,,425.0,,,,300.0,,,,300.0,1062.5
70,113,,,,,,,,260.0,,,,260.0,260.0
74,113,,,,230.0,,,,142.5,,,,142.5,572.5
76,113,,,,372.5,,,,125.0,,,,125.0,795.0
85,113,,,,,,,,275.0,,,,275.0,275.0
102,113,,,,365.0,,,,197.5,,,,197.5,870.0
113,113,,,,125.0,,,,80.0,,,,80.0,342.5
114,113,,,,-169.5,,,,,,,,,
114,113,,,,,,,,145.5,,,,145.5,145.5
115,113,,,,-169.5,,,,,,,,,
115,113,,,,,,,,130.0,,,,130.0,130.0
116,113,,,,212.5,,,,115.0,,,,115.0,545.0
117,113,,,,217.5,,,,150.0,,,,150.0,585.0
118,113,,,,177.5,,,,100.0,,,,100.0,450.0
119,113,,,,115.0,,,,85.0,,,,85.0,340.0
120,113,,,,112.5,,,,92.5,,,,92.5,330.0
121,113,,,,82.5,,,,55.0,,,,55.0,242.5
121,113,,,,,,,,,,,,,105.0
122,113,,,,147.5,,,,97.5,,,,97.5,395.0
125,113,,,,75.0,,,,30.0,,,,30.0,205.0
125,113,,,,,,,,,,,,,97.5
126,113,,,,172.5,,,,142.5,,,,142.5,505.0
127,113,,,,85.0,,,,75.0,,,,75.0,277.5
127,113,,,,,,,,70.0,,,,70.0,70.0
127,113,,,,,,,,,,,,,120.0
130,113,,,,60.0,,,,67.5,,,,67.5,252.5
130,113,,,,,,,,67.5,,,,67.5,67.5
130,113,,,,,,,,,,,,,125.0
131,113,,,,195.0,,,,115.0,,,,115.0,542.5
132,113,,,,155.0,,,,102.5,,,,102.5,457.5
133,113,,,,-182.5,,,,,,,,,
134,113,,,,197.5,,,,125.0,,,,125.0,562.5
135,113,,,,215.0,,,,167.5,,,,167.5,577.5
135,113,,,,,,,,160.0,,,,160.0,160.0
135,113,,,,,,,,,,,,,200.0
136,113,,,,177.5,,,,167.5,,,,167.5,540.0
137,113,,,,185.0,,,,110.0,,,,110.0,495.0
138,113,,,,165.0,,,,165.0,,,,165.0,495.0
139,113,,,,332.5,,,,-260.0,,,,-260.0,
140,113,,,,227.5,,,,-172.5,,,,-172.5,
