person_id,meet_id,squat1_kg,squat2_kg,squat3_kg,best3_squat_kg,bench1_kg,bench2_kg,bench3_kg,best3_bench_kg,deadlift1_kg,deadlift2_kg,deadlift3_kg,best3_bench_kg,total_kg
1105,1104,75.0,80.0,85.0,85.0,30.0,35.0,-40.0,35.0,102.5,110.0,-117.5,35.0,230.0
1107,1104,,,,,160.0,-170.0,-170.0,160.0,,,,160.0,160.0
1108,1104,,,,,,,,,260.0,285.0,300.0,,300.0
1109,1104,260.0,275.0,280.0,280.0,175.0,-190.0,-190.0,175.0,250.0,265.0,275.0,175.0,730.0
1110,1104,120.0,137.5,152.5,152.5,95.0,102.5,107.5,107.5,140.0,152.5,167.5,107.5,427.5
1111,1104,162.5,-175.0,175.0,175.0,87.2,97.5,100.0,100.0,165.0,177.5,185.0,100.0,460.0
1112,1104,145.0,167.5,187.5,187.5,,,,,,,,,
1105,1902,47.63,52.16,56.7,56.7,-38.56,-38.56,38.56,38.56,88.45,-95.25,-95.25,38.56,183.7
1142,1902,65.77,72.57,-77.11,72.57,47.63,-52.16,52.16,52.16,79.38,86.18,95.25,52.16,219.99
1146,1902,158.76,-167.83,-167.83,158.76,102.06,-108.86,-108.86,102.06,181.44,-192.78,-192.78,102.06,442.25
1169,1902,226.8,244.94,-256.28,244.94,176.9,-183.7,-408.23,176.9,-226.8,238.14,-272.16,176.9,659.98
1181,1902,-65.77,65.77,70.31,70.31,-54.43,-54.43,-54.43,,,,,,
1184,1902,147.42,158.76,163.29,163.29,-117.93,117.93,-124.74,117.93,188.24,197.31,204.12,117.93,485.34
1190,1902,142.88,-165.56,-165.56,142.88,-131.54,136.08,-142.88,136.08,174.63,188.24,192.78,136.08,471.74
1194,1902,-149.69,-158.76,158.76,158.76,99.79,-106.59,-106.59,99.79,199.58,-206.38,-206.38,99.79,458.13
1599,1902,81.65,86.18,-90.72,86.18,52.16,-56.7,-56.7,52.16,111.13,115.67,120.2,52.16,258.55
1614,1902,165.56,183.7,-206.38,183.7,149.69,-174.63,174.63,174.63,142.88,185.97,226.8,174.63,585.13
1903,1902,65.77,70.31,-74.84,70.31,61.23,63.5,-65.77,63.5,74.84,79.38,-81.65,63.5,213.19
1911,1902,142.88,165.56,174.63,174.63,115.67,124.74,-133.81,124.74,161.03,183.7,192.78,124.74,492.15
1913,1902,206.38,231.33,-238.14,231.33,161.03,181.44,-188.24,181.44,233.6,281.23,-449.06,181.44,694.0
1915,1902,226.8,-249.48,-249.48,226.8,-170.1,185.97,-195.04,185.97,249.48,272.16,-294.84,185.97,684.92
1107,1126,,,,,160.0,165.0,-182.5,165.0,,,,165.0,165.0
1108,1126,,,,,160.0,172.5,182.5,182.5,262.5,282.5,-307.5,182.5,465.0
1128,1126,205.0,215.0,-227.5,215.0,115.0,-120.0,120.0,120.0,205.0,-217.5,-217.5,120.0,540.0
1109,1922,,,,233.6,,,,158.76,,,,158.76,648.64
1142,1922,,,,83.91,,,,52.16,,,,52.16,242.67
1167,1922,,,,124.74,,,,83.91,,,,83.91,390.09
1175,1922,,,,90.72,,,,56.7,,,,56.7,290.3
1181,1922,,,,65.77,,,,49.9,,,,49.9,217.72
1614,1922,,,,242.67,,,,188.24,,,,188.24,703.07
1894,1922,,,,,,,,190.51,,,,190.51,190.51
1138,1138,,,,251.74,,,,242.67,,,,242.67,773.37
1139,1138,,,,,,,,154.22,,,,154.22,154.22
1159,1159,175.0,192.5,205.0,205.0,112.5,125.0,-132.5,125.0,225.0,245.0,-250.0,125.0,575.0
1160,1159,217.5,230.0,245.0,245.0,-155.0,155.0,-182.5,155.0,247.5,-260.0,-260.0,155.0,647.5
1162,1159,230.0,245.0,-255.0,245.0,152.5,157.5,-160.0,157.5,250.0,-265.0,-265.0,157.5,652.5
1163,1159,-182.5,182.5,215.0,215.0,102.5,120.0,-122.5,120.0,180.0,-207.5,-207.5,120.0,515.0
1160,2094,,,,207.5,,,,152.5,,,,152.5,607.5
1162,2094,,,,177.5,,,,130.0,,,,130.0,527.5
1163,2094,,,,142.5,,,,120.0,,,,120.0,460.0
1232,2094,,,,,,,,170.0,,,,170.0,170.0
1234,2094,,,,,,,,105.0,,,,105.0,105.0
1253,2094,,,,,,,,,,,,,200.0
1261,2094,,,,97.5,,,,52.5,,,,52.5,242.5
1262,2094,,,,97.5,,,,47.5,,,,47.5,272.5
1267,2094,,,,125.0,,,,62.5,,,,62.5,350.0
1270,2094,,,,87.5,,,,45.0,,,,45.0,250.0
1272,2094,,,,92.5,,,,40.0,,,,40.0,240.0
1273,2094,,,,97.5,,,,67.5,,,,67.5,290.0
1275,2094,,,,117.5,,,,75.0,,,,75.0,352.5
1282,2094,,,,110.0,,,,52.5,,,,52.5,317.5
1285,2094,,,,102.5,,,,47.5,,,,47.5,277.5
1290,2094,,,,137.5,,,,82.5,,,,82.5,392.5
1298,2094,,,,102.5,,,,52.5,,,,52.5,220.0
1300,2094,,,,105.0,,,,50.0,,,,50.0,275.0
1304,2094,,,,95.0,,,,57.5,,,,57.5,295.0
1307,2094,,,,,,,,,,,,,152.5
1315,2094,,,,132.5,,,,105.0,,,,105.0,392.5
1316,2094,,,,187.5,,,,105.0,,,,105.0,510.0
1317,2094,,,,170.0,,,,135.0,,,,135.0,472.5
1319,2094,,,,,,,,132.5,,,,132.5,132.5
1319,2094,,,,,,,,,,,,,202.5
1322,2094,,,,167.5,,,,92.5,,,,92.5,427.5
1323,2094,,,,175.0,,,,110.0,,,,110.0,517.5
1324,2094,,,,207.5,,,,127.5,,,,127.5,590.0
1327,2094,,,,165.0,,,,120.0,,,,120.0,487.5
1331,2094,,,,137.5,,,,115.0,,,,115.0,462.5
1332,2094,,,,157.5,,,,127.5,,,,127.5,480.0
1337,2094,,,,252.5,,,,147.5,,,,147.5,690.0
1344,2094,,,,300.0,,,,180.0,,,,180.0,772.5
1346,2094,,,,150.0,,,,92.5,,,,92.5,447.5
1348,2094,,,,157.5,,,,105.0,,,,105.0,447.5
1358,2094,,,,192.5,,,,115.0,,,,115.0,527.5
1359,2094,,,,197.5,,,,125.0,,,,125.0,550.0
1361,2094,,,,222.5,,,,177.5,,,,177.5,657.5
1365,2094,,,,122.5,,,,67.5,,,,67.5,375.0
1373,2094,,,,237.5,,,,152.5,,,,152.5,662.5
1377,2094,,,,205.0,,,,182.5,,,,182.5,575.0
1380,2094,,,,272.5,,,,195.0,,,,195.0,757.5
1381,2094,,,,367.5,,,,210.0,,,,210.0,907.5
1384,2094,,,,295.0,,,,190.0,,,,190.0,790.0
1882,2094,,,,392.5,,,,250.0,,,,250.0,1045.0
2094,2094,,,,112.5,,,,55.0,,,,55.0,285.0
2094,2094,,,,112.5,,,,55.0,,,,55.0,280.0
2105,2094,,,,175.0,,,,82.5,,,,82.5,435.0
4545,2094,,,,365.0,,,,167.5,,,,167.5,812.5
4546,2094,,,,337.5,,,,222.5,,,,222.5,855.0
1160,2187,,,,,,,,152.5,,,,152.5,380.0
1251,2187,,,,,,,,,,,,,127.5
1270,2187,,,,85.0,,,,42.5,,,,42.5,237.5
1274,2187,,,,110.0,,,,60.0,,,,60.0,290.0
1287,2187,,,,172.5,,,,77.5,,,,77.5,415.0
1319,2187,,,,,,,,,,,,,200.0
1322,2187,,,,155.0,,,,92.5,,,,92.5,422.5
1325,2187,,,,175.0,,,,82.5,,,,82.5,440.0
1361,2187,,,,185.0,,,,167.5,,,,167.5,580.0
1373,2187,,,,220.0,,,,150.0,,,,150.0,637.5
1565,2187,,,,300.0,,,,200.0,,,,200.0,787.5
1833,2187,,,,145.0,,,,70.0,,,,70.0,375.0
2196,2187,,,,245.0,,,,152.5,,,,152.5,625.0
4545,2187,,,,355.0,,,,192.5,,,,192.5,812.5
4546,2187,,,,300.0,,,,215.0,,,,215.0,787.5
1163,2224,,,,204.98,,,,117.48,,,,117.48,507.48
1393,2224,,,,305.0,,,,215.0,,,,215.0,792.52
2226,2224,,,,,,,,187.52,,,,187.52,187.52
1170,1170,,,,,117.93,124.74,129.27,129.27,183.7,195.04,204.12,129.27,333.39
1171,1170,,,,,170.1,174.63,-181.44,174.63,215.46,226.8,233.6,174.63,408.23
1172,1170,,,,,201.85,-226.8,-226.8,201.85,,,,201.85,201.85
1170,2075,127.01,145.15,158.76,158.76,115.67,122.47,-131.54,122.47,172.37,185.97,197.31,122.47,478.54
1172,2075,,,,,183.7,204.12,-226.8,204.12,,,,204.12,204.12
1435,2075,113.4,127.01,-138.35,127.01,77.11,83.91,90.72,90.72,124.74,136.08,142.88,90.72,360.61
2072,2075,165.56,183.7,-192.78,183.7,124.74,-136.08,-136.08,124.74,201.85,215.46,229.06,124.74,537.51
1170,2420,145.15,158.76,167.83,167.83,122.47,127.01,-136.08,127.01,185.97,195.04,201.85,127.01,496.68
1171,2420,229.06,238.14,247.21,247.21,170.1,-181.44,-181.44,170.1,226.8,247.21,251.74,170.1,669.05
1172,2420,,,,,208.65,-226.8,-226.8,208.65,,,,208.65,208.65
1218,2420,86.18,95.25,-99.79,95.25,38.56,47.63,-49.9,47.63,86.18,97.52,104.33,47.63,247.21
1219,2420,274.42,285.76,-297.1,285.76,183.7,-190.51,190.51,190.51,-233.6,233.6,249.48,190.51,725.75
1320,2420,142.88,-158.76,158.76,158.76,102.06,-113.4,113.4,113.4,147.42,183.7,188.24,113.4,460.4
1748,2420,70.31,-83.91,-83.91,70.31,83.91,88.45,-90.72,88.45,133.81,142.88,-161.03,88.45,301.64
1955,2420,,,,,-43.09,43.09,45.36,45.36,61.23,65.77,68.04,45.36,113.4
2420,2420,102.06,113.4,127.01,127.01,54.43,63.5,-68.04,63.5,142.88,158.76,174.63,63.5,365.14
2424,2420,183.7,204.12,226.8,226.8,151.95,-172.37,,151.95,281.23,-317.51,-317.51,151.95,659.98
2425,2420,111.13,120.2,127.01,127.01,92.99,-95.25,-95.25,92.99,165.56,-183.7,183.7,92.99,403.7
2426,2420,244.94,263.08,274.42,274.42,149.69,163.29,-174.63,163.29,285.76,310.71,319.78,163.29,757.5
2427,2420,229.06,244.94,256.28,256.28,-161.03,172.37,-183.7,172.37,265.35,285.76,-297.1,172.37,714.41
2428,2420,256.28,265.35,-272.16,265.35,136.08,-145.15,-145.15,136.08,251.74,272.16,278.96,136.08,680.39
2429,2420,256.28,272.16,281.23,281.23,167.83,176.9,-185.97,176.9,249.48,267.62,272.16,176.9,730.28
2436,2420,-206.38,215.46,226.8,226.8,113.4,122.47,-127.01,122.47,224.53,233.6,242.67,122.47,591.94
2437,2420,142.88,156.49,163.29,163.29,102.06,-108.86,-108.86,102.06,204.12,215.46,229.06,102.06,494.42
2440,2420,,,,,188.24,192.78,195.04,195.04,,,,195.04,195.04
2441,2420,,,,,133.81,-140.61,-140.61,133.81,,,,133.81,133.81
4574,2420,147.42,165.56,174.63,174.63,117.93,127.01,-129.27,127.01,147.42,165.56,176.9,127.01,478.54
1172,1218,,,,,-210.92,-210.92,-210.92,,,,,,
1218,1218,88.45,97.52,-102.06,97.52,43.09,49.9,-52.16,49.9,86.18,97.52,102.06,49.9,249.48
1219,1218,206.38,226.8,,226.8,142.88,149.69,154.22,154.22,226.8,240.4,-247.21,154.22,621.42
1220,1218,133.81,145.15,151.95,151.95,97.52,104.33,108.86,108.86,174.63,188.24,197.31,108.86,458.13
1211,1211,219.99,233.6,247.21,247.21,161.03,174.63,-179.17,174.63,247.21,265.35,272.16,174.63,694.0
1212,1211,,,,,158.76,165.56,-181.44,165.56,,,,165.56,165.56
1212,1951,,,,,-167.83,167.83,174.63,174.63,,,,174.63,174.63
1256,1951,217.72,226.8,233.6,233.6,163.29,172.37,183.7,183.7,249.48,254.01,-260.82,183.7,671.32
1212,1956,,,,,170.1,176.9,-181.44,176.9,,,,176.9,176.9
1256,1956,-226.8,226.8,240.4,240.4,183.7,-190.51,-190.51,183.7,244.94,-249.48,-249.48,183.7,669.05
1213,1213,92.99,102.06,106.59,106.59,49.9,52.16,-56.7,52.16,106.59,111.13,115.67,52.16,274.42
1215,1213,124.74,156.49,181.44,181.44,90.72,111.13,-136.08,111.13,165.56,190.51,-215.46,111.13,483.08
1216,1213,,,,,-20.41,-20.41,20.41,20.41,142.88,149.69,-156.49,20.41,
1217,1213,,,,,-104.33,-104.33,-104.33,,195.04,,,,
1213,1444,97.52,106.59,111.13,111.13,-52.16,54.43,-58.97,54.43,111.13,115.67,-122.47,54.43,281.23
1222,1444,142.88,151.95,161.03,161.03,111.13,115.67,120.2,120.2,188.24,195.04,206.38,120.2,487.61
1230,1444,,,,,172.37,176.9,183.7,183.7,,,,183.7,183.7
1249,1444,108.86,120.2,131.54,131.54,120.2,129.27,136.08,136.08,183.7,195.04,-210.92,136.08,462.66
1250,1444,149.69,165.56,-183.7,165.56,138.35,142.88,149.69,149.69,226.8,244.94,-263.08,149.69,560.19
1265,1444,38.56,43.09,47.63,47.63,34.02,38.56,-40.82,38.56,70.31,74.84,81.65,38.56,167.83
1284,1444,136.08,142.88,151.95,151.95,77.11,81.65,86.18,86.18,156.49,161.03,-167.83,86.18,399.16
1336,1444,181.44,192.78,206.38,206.38,131.54,140.61,-149.69,140.61,226.8,238.14,244.94,140.61,591.94
1382,1444,136.08,149.69,158.76,158.76,102.06,120.2,-129.27,120.2,183.7,-190.51,190.51,120.2,469.47
1387,1444,226.8,260.82,272.16,272.16,142.88,158.76,-185.97,158.76,226.8,256.28,272.16,158.76,703.07
1452,1444,265.35,274.42,283.5,283.5,174.63,183.7,-188.24,183.7,294.84,317.51,-331.12,183.7,784.71
1457,1444,,,,,-362.87,-362.87,,,,,,,
1459,1444,,,,,215.46,229.06,235.87,235.87,,,,235.87,235.87
1460,1444,,,,,174.63,183.7,188.24,188.24,,,,188.24,188.24
1213,1693,129.27,133.81,138.35,138.35,-58.97,61.23,63.5,63.5,131.54,140.61,-147.42,63.5,342.46
1289,1693,83.91,88.45,92.99,92.99,45.36,-49.9,-49.9,45.36,95.25,99.79,104.33,45.36,242.67
1296,1693,102.06,106.59,111.13,111.13,63.5,68.04,72.57,72.57,106.59,115.67,122.47,72.57,306.17
1386,1693,265.35,-285.76,-285.76,265.35,138.35,-149.69,-149.69,138.35,238.14,251.74,-265.35,138.35,655.44
1693,1693,-197.31,197.31,-210.92,197.31,133.81,136.08,138.35,138.35,208.65,-215.46,-215.46,138.35,544.31
1702,1693,,,,,231.33,-240.4,240.4,240.4,,,,240.4,240.4
1213,1812,,,,,47.63,49.9,54.43,54.43,92.99,99.79,106.59,54.43,161.03
1306,1812,43.09,61.23,81.65,81.65,34.02,40.82,47.63,47.63,102.06,108.86,120.2,47.63,249.48
1382,1812,136.08,-142.88,142.88,142.88,102.06,111.13,-120.2,111.13,174.63,183.7,-195.04,111.13,437.72
1693,1812,,,,,124.74,129.27,-133.81,129.27,215.46,224.53,231.33,129.27,360.61
1693,1812,188.24,195.04,201.85,201.85,124.74,129.27,-133.81,129.27,215.46,224.53,231.33,129.27,562.45
1702,1812,,,,,231.33,-240.4,-240.4,231.33,,,,231.33,231.33
1816,1812,,,,,,,,,201.85,215.46,229.06,,229.06
1213,2227,-129.27,129.27,,129.27,-56.7,56.7,61.23,61.23,120.2,124.74,131.54,61.23,322.05
1219,2227,249.48,-260.82,-260.82,249.48,183.7,192.78,-199.58,192.78,256.28,260.82,,192.78,703.07
1226,2227,,,,,95.25,99.79,-104.33,99.79,,,,99.79,99.79
1435,2227,124.74,-136.08,136.08,136.08,90.72,-95.25,-95.25,90.72,113.4,138.35,-142.88,90.72,365.14
2231,2227,181.44,192.78,204.12,204.12,154.22,158.76,,158.76,192.78,204.12,-213.19,158.76,566.99
1215,2271,145.15,156.49,172.37,172.37,108.86,120.2,-127.01,120.2,190.51,-199.58,-204.12,120.2,483.08
1398,2271,183.7,206.38,224.53,224.53,151.95,161.03,170.1,170.1,238.14,260.82,-269.89,170.1,655.44
1693,2271,199.58,208.65,217.72,217.72,133.81,-140.61,-140.61,133.81,192.78,-208.65,-208.65,133.81,544.31
2271,2271,215.46,229.06,233.6,233.6,124.74,133.81,138.35,138.35,206.38,219.99,226.8,138.35,598.74
1219,1747,-272.16,-283.5,283.5,283.5,206.38,217.72,224.53,224.53,-249.48,249.48,-258.55,224.53,757.5
1435,1747,,,,,90.72,97.52,102.06,102.06,136.08,145.15,154.22,102.06,256.28
1748,1747,-70.31,70.31,-83.91,70.31,88.45,-92.99,-92.99,88.45,147.42,156.49,-165.56,88.45,315.25
1222,1222,,,,165.56,,,,117.93,,,,117.93,480.81
1223,1222,,,,233.6,,,,151.95,,,,151.95,635.03
1224,1222,,,,226.8,,,,151.95,,,,151.95,635.03
1223,1396,195.04,206.38,215.46,215.46,120.2,131.54,138.35,138.35,204.12,224.53,238.14,138.35,591.94
1382,1396,,,,,113.4,124.74,-136.08,124.74,158.76,183.7,195.04,124.74,319.78
1396,1396,129.27,136.08,142.88,142.88,92.99,97.52,102.06,102.06,156.49,170.1,181.44,102.06,426.38
1397,1396,192.78,208.65,-226.8,208.65,147.42,156.49,165.56,165.56,238.14,251.74,-260.82,165.56,625.96
1398,1396,192.78,206.38,219.99,219.99,154.22,-165.56,-165.56,154.22,233.6,251.74,256.28,154.22,630.49
1225,1624,,,,,,,,97.5,,,,97.5,97.5
1280,1624,,,,40.0,,,,30.0,,,,30.0,135.0
1316,1624,,,,175.0,,,,97.5,,,,97.5,467.5
1319,1624,,,,,,,,142.5,,,,142.5,142.5
1325,1624,,,,142.5,,,,82.5,,,,82.5,397.5
1345,1624,,,,155.0,,,,127.5,,,,127.5,437.5
1393,1624,,,,227.5,,,,165.0,,,,165.0,645.0
1394,1624,,,,400.0,,,,215.0,,,,215.0,935.0
1624,1624,,,,77.5,,,,42.5,,,,42.5,215.0
1626,1624,,,,192.5,,,,120.0,,,,120.0,520.0
1628,1624,,,,70.0,,,,72.5,,,,72.5,282.5
1634,1624,,,,337.5,,,,205.0,,,,205.0,892.5
1226,2147,,,,,92.99,97.52,102.06,102.06,,,,102.06,102.06
1354,2147,265.35,288.03,297.1,297.1,142.88,156.49,-161.03,156.49,272.16,288.03,299.37,156.49,752.96
1226,2492,,,,,-95.25,95.25,-104.33,95.25,,,,95.25,95.25
1431,2492,,,,,226.8,-251.74,-251.74,226.8,,,,226.8,226.8
1227,1756,,,,,,,,79.38,,,,79.38,79.38
1756,1756,,,,276.69,,,,199.58,,,,199.58,807.39
1227,1758,,,,,75.0,80.0,-85.0,80.0,,,,80.0,80.0
1227,1890,,,,,79.38,81.65,83.91,83.91,,,,83.91,83.91
1227,1988,,,,,74.84,-79.38,-79.38,74.84,,,,74.84,74.84
1227,2074,,,,,72.57,77.11,-81.65,77.11,,,,77.11,
1235,1896,,,,,190.51,206.38,208.65,208.65,,,,208.65,208.65
1326,1896,-158.76,-181.44,181.44,181.44,83.91,104.33,-115.67,104.33,181.44,199.58,-204.12,104.33,485.34
1440,1896,,,,,185.97,190.51,195.04,195.04,,,,195.04,195.04
1585,1896,,,,,163.29,181.44,-192.78,181.44,249.48,272.16,-299.37,181.44,453.59
1235,2089,,,,,199.58,213.19,-215.46,213.19,,,,213.19,213.19
1326,2089,158.76,181.44,-185.97,181.44,83.91,99.79,-108.86,99.79,181.44,199.58,213.19,99.79,494.42
1440,2089,,,,,195.04,199.58,-206.38,199.58,,,,199.58,199.58
1237,1463,,,,,165.56,174.63,-188.24,174.63,,,,174.63,174.63
1289,1463,74.84,79.38,83.91,83.91,34.02,38.56,-43.09,38.56,83.91,90.72,99.79,38.56,222.26
1296,1463,88.45,97.52,106.59,106.59,56.7,61.23,65.77,65.77,95.25,108.86,117.93,65.77,290.3
1303,1463,129.27,133.81,138.35,138.35,68.04,72.57,77.11,77.11,129.27,138.35,149.69,77.11,365.14
1305,1463,102.06,111.13,115.67,115.67,58.97,65.77,-70.31,65.77,140.61,149.69,156.49,65.77,337.93
1308,1463,115.67,-122.47,-122.47,115.67,56.7,65.77,-70.31,65.77,122.47,147.42,-156.49,65.77,328.85
1314,1463,-38.56,38.56,56.7,56.7,34.02,43.09,-47.63,43.09,61.23,74.84,83.91,43.09,183.7
1320,1463,122.47,129.27,136.08,136.08,95.25,102.06,108.86,108.86,165.56,176.9,183.7,108.86,428.64
1342,1463,158.76,163.29,174.63,174.63,124.74,131.54,136.08,136.08,208.65,213.19,226.8,136.08,537.51
1360,1463,,,,,145.15,149.69,151.95,151.95,,,,151.95,151.95
1367,1463,208.65,219.99,229.06,229.06,147.42,156.49,161.03,161.03,238.14,251.74,260.82,161.03,650.91
1429,1463,156.49,165.56,-174.63,165.56,120.2,124.74,-136.08,124.74,210.92,219.99,229.06,124.74,519.36
1431,1463,,,,,235.87,-244.94,-244.94,235.87,,,,235.87,235.87
1472,1463,133.81,-145.15,149.69,149.69,88.45,-97.52,-99.79,88.45,147.42,156.49,163.29,88.45,401.43
1237,1760,,,,,165.56,-174.63,174.63,174.63,,,,174.63,174.63
1314,1760,43.09,52.16,-61.23,52.16,38.56,43.09,47.63,47.63,74.84,83.91,88.45,47.63,188.24
1386,1760,247.21,-260.82,260.82,260.82,133.81,145.15,-149.69,145.15,226.8,251.74,-265.35,145.15,657.71
1431,1760,,,,,226.8,-244.94,-244.94,226.8,,,,226.8,226.8
1242,1550,,,,,197.31,-206.38,206.38,206.38,,,,206.38,206.38
1250,1765,,,,,-102.06,113.4,127.01,127.01,,,,127.01,127.01
1255,1433,154.22,170.1,181.44,181.44,102.06,108.86,117.93,117.93,204.12,213.19,226.8,117.93,526.17
1434,1433,215.46,231.33,240.4,240.4,136.08,154.22,161.03,161.03,254.01,272.16,-278.96,161.03,673.58
1256,2496,,,,,,,,,235.87,249.48,256.28,,256.28
1260,1820,115.67,-127.01,-127.01,115.67,45.36,52.16,-56.7,52.16,115.67,129.27,138.35,52.16,306.17
1324,1820,,,,,,,,,249.48,272.16,-285.76,,272.16
1357,1820,224.53,247.21,260.82,260.82,147.42,161.03,170.1,170.1,247.21,265.35,281.23,170.1,712.14
1289,1946,79.38,83.91,88.45,88.45,43.09,45.36,47.63,47.63,88.45,92.99,97.52,47.63,233.6
1296,1946,90.72,102.06,111.13,111.13,61.23,65.77,70.31,70.31,102.06,111.13,115.67,70.31,297.1
1429,1946,185.97,199.58,-210.92,199.58,124.74,136.08,140.61,140.61,235.87,-249.48,-260.82,140.61,576.06
1296,2202,-106.59,106.59,-113.4,106.59,61.23,65.77,-72.57,65.77,113.4,120.2,122.47,65.77,294.84
1438,2202,199.58,210.92,222.26,222.26,142.88,151.95,-158.76,151.95,213.19,231.33,244.94,151.95,619.15
1303,1750,145.15,158.76,172.37,172.37,77.11,86.18,-95.25,86.18,154.22,167.83,-181.44,86.18,426.38
1367,1750,197.31,229.06,-240.4,229.06,147.42,151.95,156.49,156.49,238.14,254.01,-272.16,156.49,639.57
1386,1750,260.82,278.96,290.3,290.3,-147.42,147.42,-158.76,147.42,238.14,260.82,-272.16,147.42,698.53
1429,1750,174.63,190.51,-197.31,190.51,113.4,122.47,-129.27,122.47,235.87,249.48,-254.01,122.47,562.45
1751,1750,133.81,145.15,151.95,151.95,102.06,108.86,113.4,113.4,151.95,158.76,167.83,113.4,433.18
1308,1395,,,,,65.77,74.84,79.38,79.38,131.54,140.61,158.76,79.38,238.14
1308,1423,-102.06,111.13,-120.2,111.13,61.23,65.77,70.31,70.31,113.4,136.08,-158.76,70.31,317.51
1360,1423,213.19,222.26,-229.06,222.26,156.49,161.03,-165.56,161.03,242.67,251.74,260.82,161.03,644.1
1367,1423,-217.72,224.53,238.14,238.14,147.42,154.22,163.29,163.29,238.14,260.82,265.35,163.29,666.78
1312,1901,,,,,,,,61.23,,,,61.23,192.78
1320,1637,154.22,165.56,172.37,172.37,108.86,115.67,-120.2,115.67,195.04,210.92,-213.19,115.67,498.95
1435,1637,124.74,136.08,-140.61,136.08,81.65,90.72,95.25,95.25,124.74,136.08,140.61,95.25,371.95
1639,1637,247.21,258.55,265.35,265.35,142.88,149.69,156.49,156.49,201.85,213.19,,156.49,635.03
1328,1919,142.88,156.49,167.83,167.83,120.2,129.27,136.08,136.08,161.03,179.17,183.7,136.08,487.61
1381,1919,317.51,333.39,344.73,344.73,183.7,197.31,208.65,208.65,272.16,294.84,308.44,208.65,861.83
1921,1919,102.06,120.2,-127.01,120.2,49.9,56.7,-61.23,56.7,124.74,140.61,145.15,56.7,322.05
1344,1796,247.5,262.5,-275.0,262.5,155.0,165.0,167.5,167.5,260.0,272.5,280.0,167.5,710.0
1492,1796,190.0,210.0,-227.5,210.0,120.0,132.5,137.5,137.5,250.0,280.0,-300.0,137.5,627.5
1494,1796,205.0,230.0,252.5,252.5,110.0,202.5,-212.5,202.5,215.0,232.5,242.5,202.5,697.5
1798,1796,-275.0,275.0,287.5,287.5,185.0,190.0,-197.5,190.0,242.5,257.5,-270.0,190.0,735.0
1800,1796,,,,,185.0,197.5,205.0,205.0,,,,205.0,205.0
1360,2235,-204.12,215.46,226.8,226.8,158.76,-165.56,165.56,165.56,249.48,260.82,-272.16,165.56,653.17
1431,2235,,,,,240.4,-254.01,-254.01,240.4,,,,240.4,240.4
1443,2235,249.48,263.08,276.69,276.69,174.63,185.97,-213.19,185.97,215.46,226.8,-238.14,185.97,689.46
1585,2235,,,,,165.56,185.97,-204.12,185.97,249.48,278.96,299.37,185.97,485.34
1961,2235,249.48,-260.82,260.82,260.82,163.29,-170.1,-170.1,163.29,294.84,322.05,-333.39,163.29,746.16
2237,2235,324.32,340.19,-344.73,340.19,174.63,181.44,188.24,188.24,317.51,344.73,,188.24,873.17
2238,2235,61.23,,,61.23,-201.85,201.85,-204.12,201.85,115.67,,,201.85,378.75
2238,2235,,,,,-201.85,201.85,-204.12,201.85,,,,201.85,201.85
1373,1674,265.0,275.0,280.0,280.0,177.5,185.0,,185.0,-302.5,302.5,-305.0,185.0,767.5
1675,1674,150.0,160.0,165.0,165.0,115.0,-120.0,-120.0,115.0,197.5,205.0,-210.0,115.0,485.0
1375,1891,226.8,240.4,-260.82,240.4,154.22,165.56,176.9,176.9,226.8,244.94,265.35,176.9,682.66
1892,1891,319.78,-333.39,-333.39,319.78,165.56,-174.63,174.63,174.63,294.84,-306.17,-306.17,174.63,789.25
1893,1891,,,,,249.48,272.16,,272.16,,,,272.16,272.16
1894,1891,,,,,-192.78,199.58,-204.12,199.58,,,,199.58,199.58
1381,1882,,,,400.0,,,,217.5,,,,217.5,955.0
1882,1882,,,,380.0,,,,255.0,,,,255.0,1020.0
1884,1882,,,,287.5,,,,185.0,,,,185.0,772.5
1382,1998,158.76,192.78,-215.46,192.78,120.2,138.35,145.15,145.15,192.78,215.46,229.06,145.15,566.99
1394,2498,-374.21,-394.63,-394.63,,,,,,,,,,
1634,2498,317.51,340.19,362.87,362.87,242.67,256.28,272.16,272.16,294.84,-317.51,-328.85,272.16,929.87
1665,2498,-308.44,-308.44,-308.44,,,,,,,,,,
4547,2498,,,,,172.37,176.9,181.44,181.44,,,,181.44,181.44
4547,2498,,,,,,,,,249.48,267.62,276.69,,276.69
1407,1407,,,,235.0,,,,137.5,,,,137.5,620.0
1408,1407,,,,245.0,,,,155.0,,,,155.0,672.5
1409,1407,,,,182.5,,,,125.0,,,,125.0,535.0
1410,1407,,,,197.5,,,,135.0,,,,135.0,605.0
1411,1407,,,,257.5,,,,155.0,,,,155.0,655.0
1412,1407,,,,342.5,,,,210.0,,,,210.0,940.0
1413,1407,,,,117.5,,,,60.0,,,,60.0,315.0
1414,1407,,,,135.0,,,,82.5,,,,82.5,387.5
1415,1407,,,,112.5,,,,55.0,,,,55.0,287.5
1416,1407,,,,92.5,,,,45.0,,,,45.0,245.0
1418,1407,,,,70.0,,,,30.0,,,,30.0,200.0
1418,1407,,,,,,,,,,,,,100.0
1420,1420,,,,,,,,140.61,,,,140.61,140.61
